Atoms,Orbital,Embeddings
B,1s,"[ 7.78582506e-03 -1.47154359e-02 -5.86960018e-02 -6.88474998e-03
 -3.63881588e-02 -1.34543059e-02  1.14069015e-01 -4.41270284e-02
 -7.46418014e-02  7.93726593e-02  2.49857437e-02  4.88659292e-02
  1.46935391e+00  6.26106635e-02  1.59158539e-02 -2.47924309e-02
 -4.17385548e-01  8.94621760e-03  4.14830953e-01 -4.33375575e-02
 -2.80324072e-02 -3.97891253e-02  1.70593597e-02  8.66120383e-02
 -4.32152897e-02  4.35534865e-02  3.97800282e-02 -2.06471346e-02
  5.89758251e-03  2.91662551e-02 -4.07163762e-02  5.28570898e-02
  6.37190267e-02 -3.48882540e-03 -2.07586084e-02 -4.69587073e-02
 -2.06407368e-01 -5.87821193e-02 -3.19210403e-02  6.85383007e-03
 -1.30673781e-01  5.94697930e-02  3.04583833e-02 -3.02472375e-02
  3.17428671e-02  2.08693594e-02 -3.29966336e-01 -2.25135218e-02
 -5.25691025e-02  1.51522420e-02 -2.58283280e-02 -3.63873005e-01
 -1.00507084e-02 -2.60559972e-02 -2.52890517e-04 -1.96198262e-02
  1.22551091e-01 -1.24750277e-02  3.76028344e-02  5.31423390e-02
 -2.51329616e-02  5.72075360e-02  3.44680473e-02  5.91029562e-02
 -2.08086297e-02  3.05516031e-02  2.82009616e-02 -7.04179928e-02
 -3.91884670e-02  4.62213829e-02 -5.77125773e-02 -4.82617132e-02
  3.50531153e-02  4.70122993e-01 -1.33129060e-02  5.24850897e-02
 -1.94347166e-02 -8.13646466e-02  2.83585452e-02 -2.85690650e-02
  1.77736338e-02  1.08193681e-02 -7.65908733e-02  5.40610552e-02
 -1.41359791e-02  3.30557786e-02 -2.84085348e-02  9.27781761e-02
 -2.33153868e-02 -1.02572195e-01 -1.84157509e-02  7.61638135e-02
 -1.76452678e-02 -6.12660758e-02  1.92633085e-02 -1.65713914e-02
  4.14711982e-02 -2.85367258e-02 -2.50376686e-02  1.11914620e-01
 -2.42882445e-02  1.60871551e-03 -3.61169428e-02 -8.99067879e-01
 -1.65692680e-02  9.86725092e-03 -3.53125744e-02  5.07370085e-02
 -4.21140157e-02 -7.15371640e-03 -2.59412713e-02  1.40684783e-01
  4.65255156e-02  1.38834134e-01  2.40186807e-02  4.88858065e-03
 -1.25395238e-01  4.74341251e-02 -1.71417817e-02 -1.05112806e-01
  2.53732521e-02 -1.25163093e-01  8.78230855e-02  2.36291848e-02
  5.73644638e-02  9.71861184e-03 -8.46337825e-02 -3.29238102e-02
 -8.37509632e-02 -8.27037394e-02  3.41481641e-02 -2.79228419e-01
 -7.23188370e-02 -4.68017906e-02  1.19145982e-01 -1.21089052e-02
 -2.46578678e-02 -2.08488777e-02  3.88919301e-02  7.04066679e-02
 -6.45240843e-02  2.37239953e-02 -1.06316721e+00  4.15027589e-02
 -1.07539676e-01 -3.28819565e-02 -1.82224046e-02  3.71356495e-03
 -1.49559705e-02  4.63375002e-01 -2.27999315e-02 -4.43784744e-02
  3.21419202e-02 -4.94551025e-02 -9.58740562e-02  2.81114504e-02
 -4.77037719e-03 -5.01738749e-02  7.84406811e-02  8.41727480e-02
 -7.91322365e-02 -1.04780316e-01 -4.73066121e-02 -8.61524045e-01
 -1.71595644e-02 -1.19545782e+00 -1.09669968e-01  2.74907738e-01
  1.30868062e-01 -6.54346824e-01 -5.24495207e-02 -3.04257236e-02
 -5.61559349e-02  3.92565913e-02 -3.11307870e-02  6.49960618e-03
 -1.44130643e-02  2.00717553e-01 -5.99366240e-03  2.55526435e-02
  5.23952805e-02 -3.00231646e-03  5.98237216e-02 -2.39456475e-01
  8.11359659e-02 -4.84347045e-02  4.90295477e-02 -1.46283777e-02
 -3.03901043e-02 -1.74971167e-02  3.25025897e-03  3.92074436e-02
 -6.60999445e-03  2.17485167e-02  6.20685704e-03  5.11629023e-02
  7.89236128e-02 -1.70934778e-02 -3.66111938e-03 -8.68697315e-02
  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00]"
C,1s,"[ 1.78836435e-02  8.70342925e-03 -5.22704702e-03  3.72492746e-02
 -2.01425161e-02  2.60463846e-03 -6.81640282e-02  4.31211591e-02
  3.85362431e-02 -1.40127717e-02  2.86762277e-03 -3.71674858e-02
  1.41354203e-01 -1.96310561e-02 -4.39107306e-02 -1.85715836e-02
  2.32882679e-01  1.60922110e-02  3.23155522e-03 -1.39462790e-02
 -3.92766148e-02 -4.40293271e-03 -2.98164804e-02 -3.60868052e-02
 -3.64138782e-02 -5.87739907e-02  1.29756108e-02 -4.02237251e-02
 -7.91001413e-03  7.46618025e-05  1.19701726e-02 -6.47668317e-02
  6.24094605e-02 -2.79692411e-02 -2.07579006e-02 -3.74702998e-02
  6.00598939e-02 -1.15404231e-02 -7.49566406e-02  3.36255766e-02
 -1.12595275e-01 -4.35607648e-03 -2.72288024e-02  1.67752951e-02
  5.01483530e-02  2.32557245e-02 -5.16579986e-01  2.86756624e-02
 -8.34452286e-02 -1.74285602e-02 -1.35599205e-03  3.88432503e-01
  3.01582757e-02 -3.66950668e-02  4.10243645e-02 -4.02000323e-02
  6.44425824e-02 -1.08471094e-02 -2.96408366e-02  2.58034393e-02
  6.57202527e-02 -6.55346736e-03  2.26287022e-02  2.52215099e-02
 -5.86826354e-03 -5.96888131e-03  2.14393791e-02 -6.35909438e-02
 -3.50601971e-02 -5.73466122e-02 -5.79015076e-01  4.81512845e-02
 -9.08204261e-03  9.25419778e-02 -1.46879246e-02 -5.21826632e-02
  3.55057814e-03 -1.32802418e-02  1.73971225e-02  3.97625640e-02
 -4.32792567e-02  2.59069931e-02  6.74351081e-02 -3.75788249e-02
 -9.32905525e-02 -1.85594521e-02  5.52207939e-02  2.33436674e-02
  3.58244255e-02  8.12065750e-02 -7.69714117e-02 -3.10627799e-02
  6.50489703e-04  2.47780941e-02 -5.90709317e-03  8.79216641e-02
 -1.43952947e-02  1.40726790e-02  3.55753372e-03 -5.71775623e-03
 -3.12492456e-02  3.23112076e-03  5.18723615e-02 -3.59548777e-01
  1.14628505e-02 -6.27009720e-02  2.08719503e-02  3.84932049e-02
 -1.40110761e-01 -2.33714357e-02 -1.26554564e-01 -6.33807704e-02
  1.21103004e-02 -6.87634647e-02 -1.38161490e-02 -1.93214808e-02
 -4.90397774e-02  6.10139547e-03 -4.01149765e-02  3.51798832e-02
 -4.83870134e-03  6.53495789e-02  5.64298369e-02 -1.12798838e-02
 -4.31506634e-02 -4.08075340e-02  1.04018040e-01 -6.57442911e-03
  8.99872854e-02  6.48597330e-02 -1.42996777e-02  1.21597916e-01
  7.42794499e-02 -2.63565987e-01  1.67298004e-01 -1.97277516e-02
  2.97611672e-02 -3.30173895e-02 -1.26842419e-02 -3.88313867e-02
 -5.76011389e-02  4.77266014e-02 -7.94511735e-01 -4.05052789e-02
  2.15246260e-01  2.38621030e-02  1.99016090e-02  6.55335933e-02
  1.58029795e-02  9.16755080e-01  7.00750276e-02 -1.40162995e-02
 -2.92410702e-02  1.20649785e-02  3.75974178e-02  8.46366361e-02
  1.21099153e-03 -2.35399865e-02 -7.33439066e-03 -9.26288143e-02
  9.27067827e-03 -2.29654629e-02  7.08055720e-02  1.11050296e+00
  5.08589000e-02 -1.04660237e+00 -6.09323159e-02  5.14973581e-01
 -2.47932691e-02 -8.71206999e-01  5.63152842e-02  2.95445938e-02
  3.27326953e-02 -9.41965282e-02  9.91998706e-03  3.50620190e-04
  7.23996907e-02 -2.64789402e-01 -3.74220172e-03 -2.31750216e-03
 -2.84851175e-02  4.29797769e-02  1.63929595e-03  2.36347020e-02
  7.93257505e-02  9.74651724e-02  9.13478713e-03  8.58707801e-02
  1.90353636e-02  2.40867808e-02 -5.95873520e-02 -3.73424664e-02
  4.47618496e-03 -8.87281168e-03 -2.98466887e-02  3.19497171e-03
  5.08708656e-01 -2.02076100e-02 -2.99606696e-02  2.91662458e-02
  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00]"
F,1s,"[ 4.59221639e-02  4.12674397e-02 -3.71532515e-02  1.00488085e-02
 -1.54576367e-02  2.31966302e-02  5.48249409e-02  7.44300038e-02
  3.40685584e-02  6.20150100e-03 -2.28838939e-02 -2.04923861e-02
  1.49614111e-01  7.75335357e-04 -7.08565861e-03 -5.63907847e-02
  1.04376435e-01 -5.78903221e-03  2.84773350e-01 -2.32502143e-03
 -2.37119328e-02  6.97560236e-03  2.67541017e-02  7.11254403e-02
 -3.01708151e-02  2.22692615e-03  4.22744192e-02  1.91262756e-02
  3.98034863e-02 -5.61768748e-02  1.10471323e-02 -1.68083329e-02
  1.10528786e-02 -3.82194929e-02 -2.88238544e-02  2.33099647e-02
 -3.11929826e-03 -1.17451631e-01 -3.22611779e-02  5.59449047e-02
 -1.23516232e-01  1.69357359e-02  2.26905681e-02  2.78780274e-02
  5.50836660e-02  1.52939707e-02 -1.59906764e-02  7.09117530e-03
 -3.46551202e-02  5.65306991e-02 -6.43228972e-03  1.92560780e+00
  3.29502635e-02 -3.26278284e-02 -2.40271427e-02 -5.16577438e-02
  1.90875120e-02  4.19602692e-02 -5.26488461e-02  2.86264215e-02
  4.57778247e-03  6.45408556e-02  6.29115943e-03 -6.92678802e-03
 -3.52743752e-02  1.59216188e-02 -3.02135386e-03 -6.63288729e-03
 -7.40796700e-03 -4.81259264e-02  6.23990372e-02  3.07959039e-02
  3.18818539e-02 -2.37464976e+00  7.50480685e-03 -2.89600883e-02
 -1.05109680e-02  1.21793831e-02  1.08064376e-02 -1.45625398e-02
 -6.57148613e-03  9.39095020e-03 -2.08002608e-03 -7.35191861e-04
 -3.34161557e-02 -7.04080937e-03  9.29619595e-02  3.05440873e-02
 -2.92048752e-02 -7.43718073e-02 -4.01788577e-02  1.03748646e-02
 -2.50237491e-02 -2.02980842e-02  3.31937522e-02  1.57739141e-03
 -2.25996412e-02 -1.41274240e-02  3.20236124e-02  3.81213948e-02
 -4.75914553e-02 -1.57959871e-02  8.73438548e-03  2.61725098e-01
 -3.09010893e-02  5.23580573e-02  1.59167275e-02  3.60981338e-02
 -5.17230220e-02  2.08642948e-02  6.22367077e-02  6.55224994e-02
  7.26314858e-02 -8.42517428e-03 -2.46916953e-02  4.08607088e-02
 -4.30631153e-02 -4.08117212e-02 -2.78857797e-02 -2.48700101e-02
  3.96943241e-02  4.90263328e-02 -2.00645998e-02  2.36445088e-02
 -1.00448234e-02 -4.88893166e-02 -4.23202105e-02 -2.55122669e-02
  2.99152546e-02 -1.17716361e-02 -3.92390750e-02  2.80200527e-03
  3.79192196e-02 -2.26082243e-02  1.90585312e-02  1.80066228e-02
  2.35090889e-02 -2.62694843e-02  3.32141332e-02  2.29816623e-02
 -7.88003132e-02  5.93407154e-02  6.56812936e-02  1.12268757e-02
 -3.55663002e-02 -2.79004890e-02 -1.57612637e-02  4.71527278e-02
 -9.89756361e-03 -1.22585632e-01  3.94453369e-02  3.53092402e-02
  3.90646700e-03  2.63824016e-02  3.09917256e-02  4.99635227e-02
 -3.40508968e-02 -5.01271039e-02 -2.67648580e-03 -1.41116127e-01
 -4.19035554e-02 -3.37579623e-02 -2.67827604e-03 -6.61626384e-02
  6.01239204e-02  2.82877833e-02 -8.34025517e-02  2.06086770e-01
  2.59550922e-02 -8.64751190e-02  4.36583534e-02  1.10843237e-02
 -5.07429838e-02  1.24688186e-02  1.81941856e-02  7.81960692e-03
  2.78203692e-02  2.43698537e-01 -3.45463604e-02  1.17236963e-02
  5.95969707e-03  4.61152606e-02  3.54649238e-02  1.45263374e-01
  4.55899797e-02  4.24297825e-02  6.10475093e-02  5.33551835e-02
  2.60098614e-02 -3.30444202e-02 -1.79016963e-02  9.74426419e-03
 -7.58431945e-03 -2.64888513e-05 -7.89966807e-02  3.40703204e-02
  2.89961230e-02 -1.05406186e-02  5.64851798e-03 -2.37464011e-02
  0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00]"
Li,1s,"[ 3.5993479e-02 -1.6919237e-03 -5.2221823e-02  3.6882024e-02
  3.5719570e-02  1.3786027e-02  8.9116573e-02  4.1361388e-02
 -3.1915464e-02  3.5803329e-02 -3.3804970e-03  2.3716666e-02
 -1.3417051e+00 -3.6140833e-02 -4.2369319e-03 -8.2943015e-02
  1.3046286e-01 -4.0714640e-02  1.0790860e-01 -9.4771765e-02
  3.1187363e-02  2.9631188e-02  4.3999515e-02  4.1874927e-02
 -1.9276556e-02 -2.0622674e-02  6.2743731e-02 -2.9066015e-02
  1.1521737e-02  1.4427040e-02  1.3904145e-02  1.1624050e-01
  5.0641350e-03 -6.1659928e-02 -7.3194476e-03 -4.8481222e-02
  4.2403284e-01 -1.6057368e-01  6.4619042e-02  4.8827853e-02
 -1.0034727e-01  2.2045504e-02  9.5713198e-02 -4.9405522e-04
  4.8480134e-02  5.0529424e-02  1.2968306e-01  6.0865574e-02
 -4.9318306e-02  2.0862689e-02 -3.2953624e-02 -2.4900922e-01
 -1.5948657e-02  2.0275112e-02  5.7520609e-02 -3.7889287e-02
  2.0591654e-01  1.3134919e-02 -4.3137245e-02  7.4626587e-02
  1.8957168e-02  1.4986224e-03  3.7503641e-02  4.3879110e-02
  3.0398944e-03  3.0658748e-02  3.2256801e-02 -1.3083601e-02
 -5.2579092e-03  1.6054094e-02 -5.6443578e-01 -6.9941491e-02
 -2.8510256e-02  1.1725166e+00 -8.9492239e-02  1.9935193e-05
 -7.8415841e-02  4.7285650e-02  1.9901281e-02 -4.8875241e-03
  4.0001549e-02 -3.4776974e-02 -3.8629775e-03  6.8396702e-02
 -3.2679823e-03 -3.3335105e-02 -6.0299259e-01 -1.7949715e-02
 -5.3974099e-02  1.8130599e-01 -1.1044077e-02  7.6818153e-02
 -4.2342231e-02 -4.9082756e-02  5.0283432e-02  1.0515966e-02
  3.0401262e-02  4.1081328e-02 -2.0117803e-02  8.3063640e-02
 -8.4497310e-02 -2.0339675e-02 -4.8005719e-02 -2.8940809e-01
 -2.7010027e-02 -4.1626371e-02  1.1855210e-01 -2.6311686e-02
 -1.6952436e-01  2.9554175e-02  5.2875150e-02  1.0798123e-01
  9.7968467e-02  2.0979564e-01 -1.8740712e-02 -1.0604932e-03
  2.6467284e-02  6.3041769e-02  4.5694713e-02 -6.1238728e-02
 -1.3880467e-03 -4.1916490e-02 -7.5984456e-02  2.3058223e-02
  8.7736901e-03 -3.9946180e-02  2.2039786e-03  8.9249918e-03
 -1.2781024e-02 -2.1541873e-01  3.4633812e-02  3.7635699e-01
  1.8319386e-01 -3.1726766e-02  3.6385991e-02 -6.4643294e-02
 -4.0911812e-02 -4.8892196e-02  4.1524045e-02 -9.9048670e-03
 -8.5320361e-02  6.8104197e-03  6.4878637e-01  1.7825475e-02
 -8.4032021e-02  2.7750913e-02  3.8688730e-02  7.7123724e-02
  1.4682909e-02  5.3268630e-02 -9.1386558e-03 -1.2606058e-02
 -3.0081335e-02 -1.7957574e-02 -4.4879731e-02 -7.1463510e-02
  4.5355428e-03  7.5517367e-03  4.0897317e-02 -2.1393836e-01
  9.1440661e-04 -2.5983803e-02 -2.3370201e-02 -1.3446943e+00
 -5.1822018e-02 -5.5568594e-02 -1.3904114e-01  8.4350729e-01
  8.7737493e-02 -3.1122956e-01  7.3255584e-02 -3.2301392e-02
 -8.4184341e-02  1.8789114e-01  3.7014462e-02  1.7919205e-02
  1.2959826e-02 -3.1981014e-02  7.6448217e-02  2.6471915e-02
  1.2195431e-02 -7.0721861e-03 -5.6700697e-03  2.4992366e-01
  1.7147068e-02 -3.3680508e-03 -2.6280776e-02  3.0682404e-02
  8.2654461e-02  4.9278755e-02 -1.0891475e-02  5.2048177e-03
  2.5174340e-02 -8.2369477e-02  6.0171556e-02  8.3626240e-02
  6.8472892e-01 -2.7170571e-02 -1.7899022e-03 -9.4764987e-03
  0.0000000e+00  1.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
  0.0000000e+00]"
