Test MSE,Val MSE,Epoch,Model
40.00137635151773,49.6823286683718,1,MPNNModel
40.00137635151773,54.16388245511768,2,MPNNModel
40.00137635151773,68.86351088226819,3,MPNNModel
40.00137635151773,58.238445785949175,4,MPNNModel
28.321737994437232,41.005045288439085,5,MPNNModel
28.321737994437232,74.33894997047712,6,MPNNModel
21.76030022184851,32.63153205658224,7,MPNNModel
18.604542875244373,28.04561130152144,8,MPNNModel
15.314536268640499,24.94140969315973,9,MPNNModel
13.311695124381137,21.80967109113673,10,MPNNModel
12.272501977375835,19.798248232158194,11,MPNNModel
12.272501977375835,31.641320429979434,12,MPNNModel
12.272501977375835,20.121339994778168,13,MPNNModel
8.360486880414465,19.0703019645198,14,MPNNModel
7.485236254439768,15.146405079325692,15,MPNNModel
7.485236254439768,29.334032329092146,16,MPNNModel
7.02775612715436,14.59586554943883,17,MPNNModel
7.02775612715436,15.107825096226014,18,MPNNModel
7.02775612715436,16.218295157128154,19,MPNNModel
6.396540306586818,14.370526460005669,20,MPNNModel
5.751975947601406,12.49549509267338,21,MPNNModel
5.751975947601406,14.609304113581187,22,MPNNModel
5.813023320355638,11.548588777577061,23,MPNNModel
5.813023320355638,12.559180095087711,24,MPNNModel
5.813023320355638,26.378320055734456,25,MPNNModel
5.813023320355638,18.169563543601114,26,MPNNModel
5.813023320355638,14.95462870069042,27,MPNNModel
5.813023320355638,17.602476776623334,28,MPNNModel
5.3567708132943315,11.272033801763934,29,MPNNModel
5.3567708132943315,13.573922961979042,30,MPNNModel
5.3567708132943315,13.938375842720701,31,MPNNModel
5.3567708132943315,24.318117783637494,32,MPNNModel
5.3567708132943315,17.567002387492842,33,MPNNModel
5.3567708132943315,13.938612942525483,34,MPNNModel
5.3567708132943315,15.590060599169828,35,MPNNModel
4.73639444680929,11.136135075568234,36,MPNNModel
4.73639444680929,18.992818247501738,37,MPNNModel
4.73639444680929,15.210367675457535,38,MPNNModel
4.73639444680929,11.186470406954406,39,MPNNModel
4.73639444680929,11.530671449843345,40,MPNNModel
4.73639444680929,19.597363482100985,41,MPNNModel
4.73639444680929,12.243738157884824,42,MPNNModel
4.73639444680929,33.59032103594612,43,MPNNModel
3.883608680513777,11.11608988247819,44,MPNNModel
3.883608680513777,32.898216567595874,45,MPNNModel
3.883608680513777,23.045065871544953,46,MPNNModel
3.883608680513777,14.333400363977297,47,MPNNModel
3.883608680513777,14.808738484102136,48,MPNNModel
3.883608680513777,15.371686127974419,49,MPNNModel
3.883608680513777,40.14654548372804,50,MPNNModel
3.883608680513777,13.480567475983813,51,MPNNModel
3.883608680513777,19.404828041245874,52,MPNNModel
3.883608680513777,19.174255514558737,53,MPNNModel
3.883608680513777,18.343209295171665,54,MPNNModel
