Test MSE,Val MSE,Epoch,Model
44.10208943101943,54.40173069099566,1,MPNNModel
41.31685838817753,51.2484920726103,2,MPNNModel
39.04250536083378,46.34742805973888,3,MPNNModel
39.04250536083378,47.38504581580167,4,MPNNModel
34.50712572332781,42.89147042814308,5,MPNNModel
32.462515669770774,39.24689341649025,6,MPNNModel
30.540152038749106,38.01598149946134,7,MPNNModel
27.951318137852944,34.36285715277882,8,MPNNModel
26.04113795764125,33.181398397241516,9,MPNNModel
22.57347318253977,29.865401206389,10,MPNNModel
20.5661589031347,28.842587330302255,11,MPNNModel
20.5661589031347,29.391825588597857,12,MPNNModel
16.343288607447057,25.863655789264026,13,MPNNModel
14.987745006309881,22.728713974543453,14,MPNNModel
14.987745006309881,23.056996889031613,15,MPNNModel
12.534167941001447,20.29452179161079,16,MPNNModel
12.534167941001447,22.065323626408812,17,MPNNModel
12.534167941001447,21.74489224911196,18,MPNNModel
9.626718719686455,20.024493512675065,19,MPNNModel
9.626718719686455,20.450933311116614,20,MPNNModel
8.540327354511309,16.653765098108273,21,MPNNModel
7.882279506271639,16.42599174624584,22,MPNNModel
7.882279506271639,18.999250443255313,23,MPNNModel
7.980415814243962,15.589570673590341,24,MPNNModel
6.512422541606506,14.806531083963186,25,MPNNModel
6.512422541606506,15.494286665001393,26,MPNNModel
5.862924668713764,14.216198265495043,27,MPNNModel
5.862924668713764,15.543332893570225,28,MPNNModel
5.862924668713764,15.604370485046445,29,MPNNModel
5.578834367003346,13.274125499228733,30,MPNNModel
5.578834367003346,16.265161001118997,31,MPNNModel
5.578834367003346,13.940521346913469,32,MPNNModel
5.149085235231357,12.410212929706335,33,MPNNModel
5.149085235231357,12.788898280409516,34,MPNNModel
5.149085235231357,13.884486193827057,35,MPNNModel
5.149085235231357,13.854616189071963,36,MPNNModel
5.149085235231357,14.867433207704108,37,MPNNModel
4.5305041738544745,11.923783054921987,38,MPNNModel
4.47837141159043,11.575912514211128,39,MPNNModel
4.47837141159043,12.293041437088352,40,MPNNModel
4.74651556005906,11.242173547110195,41,MPNNModel
4.617730848427147,11.143315741043311,42,MPNNModel
4.617730848427147,12.105024012213388,43,MPNNModel
4.617730848427147,13.175307592982382,44,MPNNModel
4.617730848427147,12.503048629172168,45,MPNNModel
4.19329952943177,11.030464713115931,46,MPNNModel
3.971946984102528,10.793079333916925,47,MPNNModel
4.186880000568962,10.517541688571441,48,MPNNModel
4.186880000568962,10.638273377082847,49,MPNNModel
4.186880000568962,15.149599130496224,50,MPNNModel
4.186880000568962,12.291641378816552,51,MPNNModel
4.186880000568962,11.007268563530829,52,MPNNModel
4.186880000568962,11.858402984236568,53,MPNNModel
4.186880000568962,12.037263298218598,54,MPNNModel
4.186880000568962,10.904159306790122,55,MPNNModel
4.186880000568962,10.982195251817988,56,MPNNModel
4.186880000568962,11.82209329228047,57,MPNNModel
3.811330647728163,10.354982043186286,58,MPNNModel
3.707550408619295,10.06310211795965,59,MPNNModel
3.707550408619295,10.82544982122938,60,MPNNModel
3.707550408619295,12.025747177800884,61,MPNNModel
3.707550408619295,10.15824476663264,62,MPNNModel
3.707550408619295,11.526190515884208,63,MPNNModel
3.707550408619295,10.261216810147351,64,MPNNModel
3.707550408619295,10.381730220356925,65,MPNNModel
3.707550408619295,11.127606944614804,66,MPNNModel
3.707550408619295,10.671996760391337,67,MPNNModel
3.707550408619295,10.532458589529922,68,MPNNModel
3.399775999664919,9.774952161047704,69,MPNNModel
3.399775999664919,10.165657584209681,70,MPNNModel
3.399775999664919,10.696182469852635,71,MPNNModel
3.399775999664919,10.196212703259725,72,MPNNModel
3.399775999664919,13.290101805441404,73,MPNNModel
3.399775999664919,10.636805394576394,74,MPNNModel
3.399775999664919,11.131467388818901,75,MPNNModel
3.399775999664919,13.247930293142968,76,MPNNModel
3.2208726467580715,9.750031166849164,77,MPNNModel
3.2208726467580715,10.352557488554584,78,MPNNModel
3.2208726467580715,10.304968260983031,79,MPNNModel
3.2208726467580715,10.413103710604956,80,MPNNModel
3.2208726467580715,11.53769445465294,81,MPNNModel
