Test MSE,Val MSE,Epoch,Model
40.483646542203914,47.4162913720656,1,MPNNModel
38.16417780806023,47.27600698002049,2,MPNNModel
36.635741779433054,44.11312433608818,3,MPNNModel
33.993356961575486,41.71481420356949,4,MPNNModel
33.993356961575486,41.78340853743521,5,MPNNModel
28.918591197832722,38.15137030694386,6,MPNNModel
26.63814873317365,35.97225940376951,7,MPNNModel
24.446937655764984,32.781978478427106,8,MPNNModel
22.336621624237033,30.14319197857966,9,MPNNModel
18.837470680389842,27.18301582888214,10,MPNNModel
15.499515741124194,24.890331389704,11,MPNNModel
15.421205303844317,24.355637023396064,12,MPNNModel
12.373051757229547,21.31600960241334,13,MPNNModel
12.373051757229547,21.856406878597365,14,MPNNModel
10.10998534427559,20.02028131439003,15,MPNNModel
9.03312386528241,19.73937785223112,16,MPNNModel
8.953833535384767,17.299243584893134,17,MPNNModel
8.953833535384767,21.804892596076517,18,MPNNModel
6.99608360479987,16.23925782721436,19,MPNNModel
6.99608360479987,16.975187950906783,20,MPNNModel
6.707451606320561,14.747831114692652,21,MPNNModel
6.707451606320561,16.00912554307752,22,MPNNModel
6.2786831295592735,14.59530750741839,23,MPNNModel
6.2786831295592735,15.25316308664379,24,MPNNModel
6.2786831295592735,14.660605074699497,25,MPNNModel
5.747424161195072,14.094024003414201,26,MPNNModel
5.747424161195072,14.226719314589909,27,MPNNModel
5.747424161195072,19.2681442746316,28,MPNNModel
5.747424161195072,17.309335607456955,29,MPNNModel
5.747424161195072,17.551326556743742,30,MPNNModel
4.879539425985633,13.545362989375999,31,MPNNModel
4.879539425985633,19.401315444460714,32,MPNNModel
4.824976952961773,13.198017870793578,33,MPNNModel
4.824976952961773,16.430955907073063,34,MPNNModel
4.824976952961773,14.30301387054826,35,MPNNModel
4.824976952961773,17.588739404338074,36,MPNNModel
4.824976952961773,14.127997903262868,37,MPNNModel
4.824976952961773,16.761255453729582,38,MPNNModel
4.824976952961773,15.290470108576658,39,MPNNModel
4.035340290014928,12.048315703006697,40,MPNNModel
4.035340290014928,14.050268730524076,41,MPNNModel
4.250115901943378,11.969161016157072,42,MPNNModel
4.250115901943378,13.213520657016089,43,MPNNModel
4.250115901943378,15.134157657163467,44,MPNNModel
4.250115901943378,17.293161103442642,45,MPNNModel
4.250115901943378,13.502748312807588,46,MPNNModel
4.250115901943378,15.427517294079037,47,MPNNModel
4.250115901943378,18.90625136659598,48,MPNNModel
4.250115901943378,18.691401975479053,49,MPNNModel
4.250115901943378,13.641717044458785,50,MPNNModel
4.250115901943378,12.274208811922726,51,MPNNModel
4.250115901943378,12.758162278678402,52,MPNNModel
