Test MSE,Val MSE,Epoch,Model
37.71566961920592,49.04137047645326,1,MPNNModel
35.83654050635745,48.806794625468974,2,MPNNModel
35.83654050635745,54.29516310218215,3,MPNNModel
30.76613120704804,43.02834150117526,4,MPNNModel
29.33667184561918,41.777277123387776,5,MPNNModel
29.33667184561918,70.47513541329218,6,MPNNModel
29.33667184561918,46.51203890499752,7,MPNNModel
23.707836657563277,39.85185110741434,8,MPNNModel
21.126012224636423,38.67855475930607,9,MPNNModel
19.357457085348017,29.138716518361637,10,MPNNModel
19.357457085348017,41.91507459767414,11,MPNNModel
14.360283422606722,24.122499294887973,12,MPNNModel
13.056133241116033,21.18616303873384,13,MPNNModel
11.328967906000962,20.857243257410385,14,MPNNModel
11.328967906000962,25.074733480308186,15,MPNNModel
11.328967906000962,21.16861670410392,16,MPNNModel
9.413432929212977,16.45595554215699,17,MPNNModel
9.413432929212977,16.552101201468517,18,MPNNModel
9.413432929212977,16.8644333989319,19,MPNNModel
9.413432929212977,21.546879833666544,20,MPNNModel
7.913194537959787,13.933817290524047,21,MPNNModel
7.913194537959787,18.461392276657236,22,MPNNModel
7.913194537959787,20.76477880671031,23,MPNNModel
7.913194537959787,18.16922711452385,24,MPNNModel
7.913194537959787,18.994221686397246,25,MPNNModel
7.913194537959787,14.304559396800792,26,MPNNModel
6.548050990646639,12.155445301199373,27,MPNNModel
6.548050990646639,20.54080946948972,28,MPNNModel
6.548050990646639,13.40218247328108,29,MPNNModel
6.548050990646639,17.28407093000274,30,MPNNModel
6.548050990646639,22.2932103082552,31,MPNNModel
6.548050990646639,12.554775079857762,32,MPNNModel
6.548050990646639,25.49900370554616,33,MPNNModel
6.548050990646639,13.120324100799708,34,MPNNModel
6.548050990646639,17.30195789465909,35,MPNNModel
6.548050990646639,14.353368290135117,36,MPNNModel
6.548050990646639,18.132943454106037,37,MPNNModel
