Test MSE,Val MSE,Epoch,Model
38.230995506133596,47.21737485497529,1,MPNNModel
36.25070840422039,47.110556268646036,2,MPNNModel
34.49106741452513,46.82135986798984,3,MPNNModel
32.86311851873097,43.173964085666285,4,MPNNModel
30.943256658719854,42.4330112380025,5,MPNNModel
28.49347046248209,37.76758801304846,6,MPNNModel
26.32951152404377,36.047338825987296,7,MPNNModel
25.504998645217736,33.2817066748094,8,MPNNModel
23.428105847086357,31.76035496445953,9,MPNNModel
21.95698714962206,29.319787020853422,10,MPNNModel
18.664313162409247,28.790926926851043,11,MPNNModel
16.807828376719012,26.581102303161916,12,MPNNModel
15.764074054124135,23.48322176220562,13,MPNNModel
13.441569768255283,22.085495156975124,14,MPNNModel
13.441569768255283,23.793833630524123,15,MPNNModel
11.045943266568917,20.391072390049608,16,MPNNModel
10.235463810058127,19.71716882453705,17,MPNNModel
10.235463810058127,21.43241487979429,18,MPNNModel
10.235463810058127,19.86834284194755,19,MPNNModel
8.26024093190715,17.32800685106386,20,MPNNModel
8.270654814974284,17.17045916241873,21,MPNNModel
8.270654814974284,17.748875175630577,22,MPNNModel
8.270654814974284,19.51313925938988,23,MPNNModel
8.270654814974284,17.588891068902747,24,MPNNModel
6.9191668290918855,16.394321868366767,25,MPNNModel
6.9191668290918855,16.681900370201472,26,MPNNModel
6.9191668290918855,18.509587882914676,27,MPNNModel
6.546758719137314,15.355198285388855,28,MPNNModel
6.137765572884021,15.290496204490257,29,MPNNModel
6.137765572884021,19.06885219562939,30,MPNNModel
5.946871738379186,13.905033170429697,31,MPNNModel
5.946871738379186,20.012358272776883,32,MPNNModel
5.946871738379186,16.492939606007177,33,MPNNModel
5.946871738379186,27.775302037208725,34,MPNNModel
5.246287567226115,13.371556468731871,35,MPNNModel
5.246287567226115,14.53155368595252,36,MPNNModel
4.874826635307888,13.355695899220304,37,MPNNModel
4.874826635307888,14.368250549816695,38,MPNNModel
4.874826635307888,13.914639696435735,39,MPNNModel
4.874826635307888,15.457074951642735,40,MPNNModel
5.135383383706283,12.489560648698356,41,MPNNModel
5.135383383706283,13.581892600284823,42,MPNNModel
5.135383383706283,15.765887710144572,43,MPNNModel
5.135383383706283,13.692637985214779,44,MPNNModel
5.135383383706283,13.255665752443996,45,MPNNModel
5.135383383706283,18.823076698796154,46,MPNNModel
5.135383383706283,17.331919222236714,47,MPNNModel
5.135383383706283,13.042867743290724,48,MPNNModel
5.135383383706283,12.584708538441673,49,MPNNModel
5.135383383706283,15.624917400952361,50,MPNNModel
4.421728973971625,11.391859339656113,51,MPNNModel
4.421728973971625,19.940729430004623,52,MPNNModel
4.421728973971625,15.661519108535929,53,MPNNModel
4.421728973971625,15.86828032064116,54,MPNNModel
4.421728973971625,18.351626007168363,55,MPNNModel
4.243587032999441,11.140293193070384,56,MPNNModel
4.243587032999441,14.462668154945485,57,MPNNModel
4.243587032999441,17.120581480668157,58,MPNNModel
4.243587032999441,11.99277679715575,59,MPNNModel
4.243587032999441,12.144411589163594,60,MPNNModel
4.243587032999441,11.651779943629883,61,MPNNModel
4.243587032999441,11.67478353193204,62,MPNNModel
4.243587032999441,12.25271233620271,63,MPNNModel
4.243587032999441,14.147788869035624,64,MPNNModel
4.443853440234632,10.864191134387525,65,MPNNModel
4.443853440234632,13.70615432209541,66,MPNNModel
4.443853440234632,11.178364112728932,67,MPNNModel
4.443853440234632,12.578415671103025,68,MPNNModel
3.9161955624847264,10.844591429516342,69,MPNNModel
3.9161955624847264,12.668059224907665,70,MPNNModel
3.9161955624847264,11.971363578950887,71,MPNNModel
3.9161955624847264,13.689808167739912,72,MPNNModel
3.9161955624847264,10.930675120339904,73,MPNNModel
3.9161955624847264,10.86035960389655,74,MPNNModel
3.9161955624847264,11.819312208758715,75,MPNNModel
3.984658351486483,10.422671804547655,76,MPNNModel
3.984658351486483,10.563180325691128,77,MPNNModel
3.984658351486483,10.938349456198535,78,MPNNModel
3.984658351486483,11.138065941423436,79,MPNNModel
3.8648484802974785,9.983582103953642,80,MPNNModel
3.9415268775043653,9.982553079250119,81,MPNNModel
3.9415268775043653,10.297189743792424,82,MPNNModel
3.9415268775043653,11.072271700190486,83,MPNNModel
3.9415268775043653,10.973485584314211,84,MPNNModel
3.9415268775043653,10.810159376984966,85,MPNNModel
3.7442048099229988,9.863416143875343,86,MPNNModel
3.7442048099229988,11.452137309766897,87,MPNNModel
3.7442048099229988,9.959151986249962,88,MPNNModel
3.7442048099229988,10.852551334274425,89,MPNNModel
3.7442048099229988,10.892007138023265,90,MPNNModel
3.7442048099229988,10.13565989193599,91,MPNNModel
3.7442048099229988,10.128263615136436,92,MPNNModel
3.7442048099229988,10.208519823410931,93,MPNNModel
3.7442048099229988,12.05591181366055,94,MPNNModel
3.7442048099229988,10.737633647201376,95,MPNNModel
3.8388792619094922,9.835215179531646,96,MPNNModel
3.8388792619094922,11.028673468123522,97,MPNNModel
3.8388792619094922,10.527291546217386,98,MPNNModel
3.8388792619094922,10.597121445629153,99,MPNNModel
3.7929843130175454,9.595891117474842,100,MPNNModel
3.7929843130175454,9.675643300136468,101,MPNNModel
3.7929843130175454,11.621979418233138,102,MPNNModel
3.7929843130175454,9.758767790136824,103,MPNNModel
3.492289352781338,9.576193525338242,104,MPNNModel
3.577770354299172,9.528453087507817,105,MPNNModel
3.577770354299172,9.901123743048055,106,MPNNModel
3.577770354299172,9.98664627884485,107,MPNNModel
3.577770354299172,9.91564706620278,108,MPNNModel
3.577770354299172,11.26574935839514,109,MPNNModel
3.577770354299172,10.623845114197543,110,MPNNModel
3.577770354299172,10.82790485481402,111,MPNNModel
3.787789932294698,9.493390113661352,112,MPNNModel
3.787789932294698,11.37437113041818,113,MPNNModel
3.787789932294698,9.607869028700238,114,MPNNModel
3.489915782196132,9.436131123291721,115,MPNNModel
