Cu,2p3/2,"[49.45772690411556, -129.03766938425747, 215.2152532168296, -94.14403887627482, 92.65579803894732, 96.54446777551713, -91.23491246556048, -83.00587277816271, 183.7712773058461, -66.09003139672468, 338.2536857243394, 55.115224193311924, 63.1403482494789, 54.01256019171009, -53.6204152578686, -32.390943931688504, 136.99674443953162, -82.44167354410935, 5.441481915475642, -127.98690689702751, -116.80275000654576, 32.62273506709551, 50.61965699229005, 14.414047331359777, 62.63283279532844, 63.64469698438497, 93.19563925991692, 177.80163877276473, -62.09649900321164, -96.0429991174611, -23.39004450359256, -4.5351763177311355, -135.57453014633845, 33.66433572072619, 38.10305611866306, 20.82184449388513, 206.74303630235147, 86.400001312094, 85.50157134238532, -88.38369621271919, 51.636312126712134, 68.85157344826565, 243.1004665963536, 79.61340301178568, -5.04039587159512, -109.84295754309488, 93.86054419180381, -213.5508225274199, 83.99108808959812, 64.21657130186526, 10.920298893814001, -54.239267047712914, -70.6332140375463, 108.0764428512039, -62.01815770941974, -58.83484377026513, -4.18103621898106, 195.2569474981197, 21.936859668886438, 7.253099626209366, 105.23058151297921, 170.4443573961756, 58.3339649764957, 153.3318394417995, -208.90593782395388, 14.045198555810627, 15.894383350803436, 63.60378718325232, 3.3148691810147253, 33.55493127641811, 31.51318544492449, -29.180077845597626, -55.89873511079469, -74.07681189499135, -35.10837739872299, -28.446853146533467, -35.930563475941625, -131.40924143155294, 7.651746449474794, -84.60941756778439, -1.0972589257659764, -25.841647639515248, 23.758563513127648, -81.91431213723708, -31.450074462211138, -22.80761348511268, 80.5386811292982, 37.86589929259432, 6.057020655244852, 5.15848621166439, 166.51808820182308, 73.42858303328056, -61.34467358733039, 11.910669663278027, -231.9295418575737, -1.4760432685384555, -81.77777001058828, 190.2651861830675, 71.61657652711243, -35.63998769398893, -47.25899281089099, -112.23634337279158, -227.7195070723238, 115.49981818080953, -101.24563936344163, 164.96917634841992]"
Zn,2p3/2,"[-18.24200089049904, 225.28106851560932, -18.666185985543798, 92.43715233603726, -138.90443494956727, 17.061280739504085, -64.49131100985974, -70.28998390445614, -31.737540654689724, -42.58008360903018, 65.98727345935815, 44.0195748614018, -91.47407709848994, 81.95272280692828, -83.64915838422256, 198.7692858520633, 128.04635051084364, 57.497337023537554, -66.18369414528355, -150.41291898503408, -256.96081709458025, -186.0016840884169, -89.0834132782702, -258.30057253403254, 111.42455905020013, -85.1211832054873, 31.688366752419753, -115.29277610778618, -151.3884888007205, -97.51029161937115, 110.44740034588838, 91.8295340026633, -38.308519621449804, 93.43556373758413, -188.34404261467137, 32.142312888235374, -183.76495955066449, 20.891720372142256, 77.88860145411073, 2.245683272488255, -46.1637948234561, 44.18378783080407, 46.44698883391116, 20.85076311117267, -141.83110349075574, -49.45442821144741, 124.32481253560137, -203.77779448863234, 159.0255572978105, 74.59807675111075, -113.03333965598648, 56.472740291902035, 45.7506900828454, -187.09416138817593, -101.49650381453499, 137.8476758220342, -4.241872389397992, -220.74794210178032, -14.441144702900925, -24.993708321777724, -41.989548888826306, 61.438583125224554, -67.10591885173021, 174.16397640652292, -197.84564431635982, 7.642591683178616, 79.49580125153872, 12.150303811440779, -48.31616688603688, -80.32816689311467, 40.251235866471184, 105.97657487016362, 41.27893918919435, -76.95851949214008, -87.81998947235839, 168.26896294401084, -110.75521702573802, 16.204211635792507, -275.4574226778776, -58.33765276665207, 150.83149784942583, 177.22470260135142, 81.15687098961465, 46.18373782849528, 203.81601093711785, -125.07327216429982, 70.60789865435495, 133.7735805348972, 10.362511811000687, -84.97997571870849, -17.926741861133483, 189.76697998239388, 144.630033224542, 90.77334958956169, -2.5533959382845164, 31.216815308497413, 133.6094781646865, 78.82196410953281, 58.84625084558548, 50.17163428684708, -41.47663112645858, 58.123947911029326, -59.37268553334442, 132.40824972006416, -28.706374037781295, -68.01550410571573]"
As,2p3/2,"[-36.7663790098779, 33.81900124185359, -33.97808546733719, 38.62349873448473, 71.77751293137776, -111.05012983175668, 54.417280028183036, 134.58321470565497, -115.37435338222302, 22.566441942864625, -28.376388747471466, 46.60573868707964, -14.654203505112179, 22.62384712050865, -148.0720976513569, 132.31043397231144, 56.29620507169847, -25.771453349530187, 79.54623803316758, -322.1079344378555, 228.4066366279348, 18.63903291245864, -50.954473497490746, 65.78226482998618, -53.29850495467499, 104.17648698751375, 56.3830365998044, -14.466041585664804, 45.31206885384491, 5.988586028297174, 5.201238299437902, -142.17345232569104, 43.20011925751426, 149.8515625550547, -199.90474995074342, 76.67729450788464, -46.70147005651124, -239.13639682945774, 187.42361306682508, -10.795651193412548, 23.775359102183817, 212.24822888124513, -160.07853179822706, -162.98463887677826, 178.19757345574698, 80.6565290051365, 13.136215636804831, -172.26078083484816, -171.11567437065344, -84.65829796998672, -106.97790394044685, 55.25483812382356, -59.71646941395952, 145.1259129333443, -2.716608103621815, -198.69374319112234, 195.03574375807486, 117.78798104357253, -101.96120888234516, -186.97414161608708, -135.6495034856597, 106.29209375860229, 65.42822434110016, 225.38487090881432, -164.07418541552585, 214.81770019217532, 97.12127473448233, -103.63160139902189, -3.2015362030472425, -47.82380388530616, -116.38015800728448, 126.67701033816168, -14.157996076159968, 13.407122208633556, 81.77559819082785, 84.4663508197281, -66.9467829813081, 3.03885352343662, 77.72095745496411, -21.77252907297088, -87.6709633815814, 63.73026570106873, 58.149625480619186, 81.9836354753471, 81.16558134665257, 292.18222362578433, -51.65187030184869, -73.85019924560233, -125.64637243206425, -18.51504768328089, 95.75053367639946, 86.83944252847716, -55.121705070903076, -28.17621925632591, 84.8082645902622, 73.65340526414917, 90.79550533904958, 101.6276076771662, 151.01571294508574, -22.497326120096236, 100.30780012407104, 40.9351387244738, -142.00130169750915, 22.45533277769047, -70.3119490685382, -197.99991942869718]"
Se,2p3/2,"[201.94939074353292, 72.38536338934854, -179.42288775541437, 168.39464994699128, 76.72663836634247, -155.8243217790442, 35.345494745898705, 57.40450507551098, 197.86239023419836, -7.2964343806976295, -92.64157510333486, -8.79184410255795, -82.00915352772093, 93.090105387607, 9.302695315602111, 119.10182699630353, 188.44847577197316, -123.58364811421245, -73.39543478099132, 30.964184253593803, 71.08597184632488, -77.49674780447481, 32.74985155160976, 100.73739147587376, 27.521461934978856, 35.065205372918484, 94.20278718696207, 21.382816385423684, -4.552289434462351, -65.5650761203224, -111.45184056647503, 162.6657047965262, 26.201179481888133, 77.92149401363477, -45.80277612906329, 33.68960921604005, -152.63154202646163, 62.57408991939337, -163.94472995307683, -105.49076035931958, -97.96566741142124, -74.2469527875061, 129.00678896615037, -213.97991089963568, -72.30852857774497, 45.74770220273262, -94.9865189714834, 105.13209567991649, -124.55566137315374, 178.80051943126318, -214.04292655705802, -89.79525008836544, -28.261331841250627, 36.71353633237236, -108.418850842069, 176.43102995078988, 43.40724149079423, 74.69909839493653, 79.40019736280595, -113.18451435816682, -29.85983381904227, 67.12847385493725, 94.69672515490286, 71.90371927330344, 171.021217058726, 30.697625764454795, -72.33879543117584, -24.708082222328585, 15.90066123275693, 58.62703852859659, -34.36652238646323, 12.569225717445905, -91.59177171458049, -86.77502980518182, 13.995157141442641, -84.05834689453164, 41.4033707457757, -15.178779540738695, 90.24993234547512, -80.7921284303888, 49.01945368966035, -162.09691685436252, 151.86123131997442, -112.04321579415728, 0.9928393530921165, -125.86825809564887, -19.76328487579698, 138.32327013139525, 66.10699460281577, -44.706989210486405, -19.162646355175497, -58.67633260259252, 24.15333368451977, -51.2513347820955, 16.17674256905327, -59.74050064878953, -197.58436244060917, -2.192615724783735, -152.62215149637404, 82.64232281834185, -176.05205225873223, -89.33844628617774, 11.290788301480655, -161.8103313455369, -50.3158022296446, 8.797930268764134]"
Ne,2s,"[110.68178475367922, -128.9828530419032, -86.11770442927865, -286.3222219602959, 77.9570467291403, 190.17755543780234, -172.0861662384158, 101.26245645400117, 5.597172533673613, 198.01657067633116, -21.28102402995199, 109.08590933174398, 60.53061561018994, 20.594335807751822, 87.5615543814769, 48.925898901074675, 82.1950755840203, 212.44997902649416, 16.066815321844786, 363.34275872666086, 101.45431023229024, 93.62331455416452, 262.5575721153229, -73.41651840712484, -33.534318802678726, 5.457310865953738, 93.328930094976, -114.02082211356085, -64.61058530702074, -47.0708218738873, 218.8870271456376, -144.84766640085047, -56.3950856890303, -3.0468787885680406, -81.81637378553796, 37.150189317547365, -5.861317794937615, 31.408721489593564, 73.38125390815873, 125.75857064994015, -68.67371145360512, 233.97529298167225, 32.75641504866055, -93.6998779769921, 99.76096559200751, -93.77929365576979, -157.5941757331386, -150.27163881110982, 40.051255960883786, -158.9448120593856, -51.63178824198034, -113.82551790011763, 41.09699456533393, 102.4150182074294, -88.56969911701255, 68.74539070815665, -56.87744681905643, -359.6220748934114, 139.7683202304977, 52.25480647341904, -50.07212452504073, -85.92892218509613, 65.50795168911932, 29.353452732335203, -80.00259438450738, 50.46888689596032, 21.68693405284982, 143.29072140282983, -57.17940859619261, 23.866287217221544, 1.3603592387215322, 159.47403264068896, -66.71454874096138, -221.7790724055417, -12.353806823600141, 190.59008367114285, -45.99444288961477, -92.3440841484449, 32.764637448051765, 68.3171802573245, 157.75420998466493, -151.26484274847792, -51.35401261569141, 161.70341467990232, 67.97430036278304, -55.92620759946856, 81.80017023443291, 68.96237132305517, -154.24131409726164, 15.318940611983136, 120.23688450518023, -147.30278507101318, -247.88177836200404, -79.43095353454497, -116.8097851929653, -32.697478088738166, 90.67683614404909, -36.88919332973883, -136.98442557518976, 95.3457260363715, -120.32549043832856, 23.221832022197034, -83.67809751932812, 23.88002628519072, 112.10994643676982, 150.58794788177983]"
Na,2s,"[-129.22411134722574, 28.76378840453175, -21.02090626955631, 25.81231919685227, -12.255857090018974, 19.543454912518985, -50.112393554874345, -136.22068853282312, 43.2768916646593, 313.1884959308879, 17.940430630365867, 34.48092019817988, -149.45942093275787, -29.208566227142633, 44.53791029458679, -166.1332855420715, 241.3048790432817, -164.09744693977456, -93.31790778804884, 118.64364666668033, -47.767441822012884, -113.26514319147887, 32.34004621608938, 44.70949188520406, -37.05260897345161, 16.84462321420569, -160.20366693893428, -22.0225993405384, -95.15222831328894, 114.83850555676482, 29.858461925215025, 170.23871806844247, 4.546776458512772, -140.86503662577024, 58.050612158565, 3.763498555835091, 42.78905652966537, 74.607460270666, 106.73172406080566, 76.2721328678046, -5.697879153383352, -40.05174410070955, 13.264791586682739, 0.3473588867726321, 45.86796794583881, 32.11776054926712, -96.50496074804268, 20.459770831682636, -87.02885647429967, -67.29042595934114, -128.83540149804972, 182.83282024747203, 38.63897375411772, 178.0779193891266, -38.82068043235196, -136.68128238069212, -63.19273514781805, -18.542964544574275, 174.10364302321148, 86.45551605652359, -162.0664942452527, -89.22119679405829, -52.692958623478894, -68.82316141756687, -85.7828662321089, -160.58758115125826, 87.78752661735993, -54.832005697080774, -356.34696463213396, -94.28255698993078, -129.80749003409144, -83.48305350369603, 32.95277916740514, 71.29635697189953, -32.28003161376378, 186.71446121427888, 75.47808146909857, 53.40652907856686, -28.826699866786612, -135.541518978312, 99.41508083147946, -8.427412664227944, 100.431778539007, 52.63961767386391, 66.41782362431435, 109.53685930858718, 116.5573973951847, 11.80843168862397, 152.22550186669764, 50.35470524249777, 48.20036985662827, -47.52841887596647, -206.62197528271722, -116.56769834447368, 94.33263521589716, -76.18045360407126, 16.633961005190685, 68.93094649204842, 51.95365418363126, -144.95114853154783, 150.6401288646716, -181.410640805838, 24.18435957647387, 81.08860002534121, -200.65316352536001, 4.185220302585844]"
Mg,2s,"[-20.30870305948497, -73.54438951973584, 149.01709700034365, 210.2433486627182, 18.707528330570067, -2.849078633570203, -47.8238193158583, -80.02188868271128, 29.422098982484847, 40.63925481498439, -73.88165343414504, -28.54264461341827, 171.23780526360883, 147.48499030725952, 120.49619098208245, -3.7876183259623075, -264.108717686762, -75.36010197285162, -86.13050182428871, -80.09729383967158, 49.49879316921786, -157.16680146137492, 149.91419185030927, -189.87688816298916, 11.90036668514639, 158.08694092271404, 21.121277137695895, -94.11482054314463, -82.14427130691834, 7.492304516764198, 94.77091253588075, -13.512421622857383, 135.23086640273098, 84.00352423348735, -6.511868264811327, 80.06117682704419, 69.80313484526937, -40.062233404438516, -57.567389117622014, -107.80004294484526, -111.1562894379044, -93.53227023827307, -50.71165795481971, -94.19423099951004, 152.10956111753455, 78.57304332987397, -69.24134915941308, 220.9795697085461, -142.21069813765513, 144.52893327966905, 98.40850763517274, -2.928889076430656, 204.93404118794132, 8.643855213586702, 46.806830961864435, 17.373356427831897, -206.0309340193697, 129.81088853275043, -41.13668041329974, -118.5320184411746, -51.79387035193053, 33.93961202029666, 51.80338000313878, -55.97591924528655, 65.9839382692559, 72.24346733749245, -141.62038449219827, -29.009623300306345, 33.47632737762557, -135.55430035660189, 169.35908637212216, 25.68889763855899, -39.77817530830093, -133.82850455808548, 91.87153476672539, 47.05654967550954, -12.167812889775337, -137.88676511388113, 109.40956454734308, 9.248666580976836, -187.70520717171465, -320.06371312768414, -141.1962923602165, -7.776974499897563, 64.98784353939702, -1.1655100862382997, -57.81183147654097, -40.02234864593748, 98.34361981468625, -99.28512276168155, -183.49240189013818, 19.906867711727106, 20.842246115394083, 9.689285320809997, 11.952303853868132, -197.4490304214831, -48.399277310463034, 50.35854800493561, 58.126998810369194, 20.28859304424837, -31.94928649541613, 63.56868483024266, 6.906589639805797, 88.36621602130025, 28.28458910395481, -19.75738564225851]"
P,2s,"[113.38709477441128, 109.9307773900969, -74.82635460718878, -102.70454384004384, -207.12216643178326, 240.6867243134628, -19.060727059976163, -213.74705675310094, 71.01471601090056, -129.5215731682252, 31.754024330162267, -125.34929686640834, -4.045169774230926, -136.52975816829846, -9.189885918404537, -142.4067816594427, -125.83717855550015, -52.685522261800955, -150.60266552635562, 16.256541773009847, -175.50223660491227, 24.508213230177297, -43.10123900397484, -87.66525769159325, -3.659768338737669, 34.63414242666856, 60.222875565784875, -154.25969677769322, 300.57938935213, 251.51340387280447, -38.067680526838544, -23.986029432575172, -36.87237082278972, -53.439054003541976, 90.44808309100415, -18.748156728663464, -75.52359635043184, -153.89748196283142, -20.492194112765947, -32.72838795087681, 217.35528494012266, -103.43121366976574, 87.08539990659405, -36.430282637934525, -93.48770101805887, -102.4616393690813, -60.65761815938977, -211.515448511196, -104.57119315030708, 130.1781022543248, 7.994974127073894, -93.35460139966565, -92.84938369069029, -35.57372703818935, -67.28407087703161, 133.07696397497313, 27.59792864459753, 9.013579408622874, 6.009622374725705, -142.79312581858295, 63.3029150381821, -48.47057457778357, -111.37062013363858, -34.84068300711054, 22.64648247709414, -3.4842318152141543, 27.263861879580176, -74.33041427031796, -10.455647740770214, 48.952141178403814, -14.257108898931703, 78.03998470417496, 60.11341150302125, -156.0316621596569, -1.4906804568397596, -29.17744614392735, -26.989017680064148, 128.14140449538843, 235.07582426900495, 130.11702504837692, 107.00471306356695, 33.07840015436733, 173.38550541706235, -129.49510430048764, 147.27633981125345, 107.5084908488936, 110.24691828286379, -98.80194100517683, 133.65385298257019, 30.89532338214339, -69.74797012300608, 98.43665834276975, 20.624598052983277, 11.930952407125211, 4.88718984695097, 44.506190270386, 122.67355448026437, 75.01030216057485, 133.08842313360537, 50.73034206890354, 223.2487980384541, 12.411284550895866, -30.146184680925607, -3.0866152087195644, 45.03382250297511, -84.97507012211011]"
S,2s,"[-180.42291839350264, -103.00088328432038, -98.03778003280179, 31.9404612729897, 34.55260773773106, -51.446837336314864, 10.914454641774663, -146.26520360766435, -169.45790152893096, -14.030077877539847, -2.373889280032124, -162.08402842673203, 121.1226482596739, 141.980659150888, -9.849423037642715, 216.88726980914544, 110.64272072632885, -21.979901960916944, -38.37642468745893, -108.85706230328965, 185.7155659960827, -166.3351683280797, -96.45199036780879, -27.75181339367651, 109.32662981892601, -71.18066752082089, -4.704799391434665, 12.030951458417558, -21.219273541791303, 45.44118439998238, 150.91329998293736, -93.53099625475863, -57.524374975156526, -109.38403682342968, -153.44724970274893, -115.90971365894228, 90.07822215748406, -19.99496943866944, 45.826065702599, -100.85192173907612, -122.40784627540684, -79.53024609554546, -35.10209144562941, -56.18637359334052, 45.7924426264074, -56.41555683746277, -75.75498480643724, -83.65155400054152, -51.905687063127814, -67.04538948841845, -63.45770052912329, 218.0134938177874, 45.5049238909521, 38.22104393214498, 48.138055711092306, 7.052898397439079, 250.2305288123847, -167.67482059916364, 84.8667606095633, 26.436741021492026, -101.3151794299459, -53.20763384453551, -93.06676375623267, 65.40507015180593, 84.68903724671276, 63.02211881208067, 69.76982265382578, 48.772246856993945, -124.91245267442692, 136.18049103510577, -33.80496774709805, 55.54574631728212, 75.16373200871841, -23.969246303099716, 75.8734458785185, -16.38732584998182, 11.174561675880842, -4.704693669222093, 175.1061129948818, -86.39909492021174, 10.003947070588831, 31.524896298385205, 65.97880760202955, 102.70579626804154, 142.89451170040994, -105.45857104229503, 16.920833373267524, 83.96534366665307, -68.89343172422123, 11.867683316296127, -0.7411119429808599, 162.98421085538493, -2.2989523999862347, -10.984618949688763, -85.89439072705589, 88.47739982245729, -25.465113346784037, -7.892004775504846, 24.650247143227997, -88.81757995401622, 206.8796637566938, 31.507051843104332, 28.111081182785107, 93.0659081264784, 5.250335540299707, -63.33271512158004]"
Cl,2s,"[-86.69036265609222, 81.84170902313808, 7.861198131570941, 3.1279577794119238, 36.10702191376031, -75.39931755166073, -87.4547025693431, -6.659575260022718, -27.469588081477497, 85.23512597784676, -8.582925972443757, -76.97867330730512, -44.282563358137985, 81.390761915016, 1.7098951273249918, -37.141843129135566, -182.08449319111995, 210.8777569831554, -119.2472070885064, 126.01364775815657, -176.9953621209329, 247.30189480607223, -69.92494603801602, -8.295590817606637, 25.701425001701903, 128.34669327964855, 82.82982926881293, -215.8802551401057, -182.43029352756898, -6.565598129342803, -112.0611265011037, 10.162318858394016, -2.476409699064716, 26.01542856341062, -136.59423112523643, -8.575368412835001, -14.900965523549623, -56.62816192346851, 63.67473451576542, 0.17768850352346083, 179.6849368612889, 58.94264170346096, 92.62599264448464, -76.02036013876422, 184.08248407036336, -119.30551528964462, 117.72398285198578, -107.14814272107235, 0.2503193943314645, -221.9451858267311, -111.32344816705731, 38.90020297671356, 137.36797220921756, -59.585008967152824, -58.01361316133913, 18.780075732539864, -138.79997594699213, -135.21219623608008, 84.9525567193344, -94.77339137511264, -9.924240028262028, 123.49484051118844, -49.18794178607833, -26.195744464206122, -38.526386737714994, 61.132273931706514, -56.220206310670655, 61.999877892415206, -48.56177127574693, 102.22977197181861, 263.80991253995353, 124.80036473884552, -65.63437982123259, 139.8976710922973, 161.79322156340183, 19.921624117076988, -47.98448758276632, 102.09867101993787, -75.16260616911748, -163.7982933091718, -14.895531552379698, 118.38055813954536, -48.6993763169541, 10.114391284876396, -82.63768237226388, -11.565422396182596, 30.23244035332254, -37.73389384457235, -107.93697521676707, 112.09676885107434, -68.24710626550753, -215.02672577523717, 95.350037711864, -7.275582912080012, -115.95004188558438, 100.84618149391079, 59.50974012097152, -22.95262864784846, 41.78330161553507, 14.450322486335752, -112.10069452191466, -181.67552858091545, 67.73494015036314, -51.40692283603335, 25.504535273445985, 7.4188630831853235]"
Ar,2s,"[55.06660873497319, 96.10644699373762, 44.32084550265509, 65.02240165249158, -78.35622229276939, 97.09326772000081, -115.16189056171177, -125.18706422507442, -13.880298550317459, 90.85153854026144, -116.33071717660789, 85.68198845525599, -205.65397899643463, -180.36067571397018, 19.4115968552038, -144.21849500762684, -47.19680114803517, 90.36936765382136, -48.408391818788964, 7.601421802716779, 38.7253702952901, 198.04498480537535, -50.93786502311568, 45.76012789472973, 96.62758531623136, -8.481323444897667, -18.20969616059135, 78.78629883377555, -110.79675097732648, -61.14529014959334, -121.2669104678021, 16.41607964268212, 53.126355118457845, -82.59669300044598, 48.76322103280307, 110.04951367720852, 41.11374731586122, 28.29567506249779, -80.95046855981536, -52.630036164205926, 94.34810855720566, -65.25449185101095, -354.8743252233081, -87.43369651064965, 171.9463983612327, 8.850627504446502, -36.62478603367197, -115.01825878072925, 22.75550599409798, 52.038473809430194, -87.11881601800636, 13.077621484650484, 9.579612218529842, 69.92851977128234, -0.9616853020782767, 101.9936764422517, -28.473036401306913, 37.12199415268002, 2.2599347705983472, -171.10437044308333, 43.922454558091154, -7.59136608510428, 88.09857889414879, -60.5642766585017, 29.052289699342637, -0.20282184693634125, 74.06535671884666, -3.5293478641967027, 152.52296592054086, 126.77507892959561, -31.533971733577626, 13.781540090831317, -109.54992039300238, -140.16619379470328, 21.310266705492488, -30.327428961994805, 74.72650265054943, 32.743801818281185, 53.85233866822004, 11.440157882301106, -247.18807251153228, 203.3581736181293, -15.251180147515498, -174.5276252961842, 51.46958899305765, 250.45139713829678, 82.86718567895696, 7.698922114963146, 95.15779655340882, -128.6463495445415, 187.0199550489388, -78.893650045096, 21.179711746899763, -48.33096825522995, 53.01988200782408, -60.126897890508666, 28.273397156348494, 149.0860885998099, 50.78275696911917, -140.6047436664026, -56.95123911867089, 19.71498695623596, 258.92583301948787, 78.38946268242348, 82.66439462296891, 189.8207362852807]"
Ca,2s,"[-87.96466208538175, -170.94053201510886, 35.082685132519416, -120.67412835233755, 90.24326723822415, -27.885052947027106, -61.51425021744936, 44.06141643377777, -71.36736530672584, -1.1528213903445113, -65.61418338103283, 88.31119458176292, 2.118498294402914, 253.56524288224227, -27.718852799667854, 99.1728413508038, 190.44387643421788, -117.94449680175299, 57.99129964447329, 146.6091393915925, -244.05111567226007, -45.192155667771765, -50.63387309876677, -10.35087778230066, -188.57519714033083, -71.85655433476511, 81.07617185600634, -112.97831915581332, -90.01541293768565, -89.45203014357045, -333.3231657473794, 139.27601460144288, 93.20750524325719, -81.97366946488214, 28.513811406445097, 72.34942705634495, -72.20923284457663, -137.5343909198337, -61.92776866283589, 81.64997987886049, 17.689148197655538, 62.61517520772732, 3.3371547157702524, -55.30464265957213, -134.38585188345985, 68.70426045106225, 34.10111775035627, -79.34404562883616, 96.92610055832854, 14.104244197707912, -55.219296739933334, -9.801296170161178, -60.97074642398784, -188.26350565195318, -8.464187027736072, -42.658217190739045, -25.569563421171658, -123.68486280812425, 73.87411715763284, 36.06221055257828, 83.88593561155685, 61.7106028806573, 32.20917317934286, -181.8200430064482, -31.173544424939568, -53.70044196327897, 57.171958599152575, 33.00277251534278, 127.20477325198028, 49.20797293626222, 83.04476983449628, -28.161351451020614, -98.76352448080978, -59.43859988129402, 155.59306903841153, 21.31829065951595, 81.76469237105867, 139.1785100109159, 9.720433816858861, 85.51763497996693, -18.790411219432787, 78.11345264324757, -152.23464605486546, 48.6984367011286, -42.40976119507395, -16.773274022799587, -34.204678451643815, -248.8451582329888, 250.73254684424901, -129.75814255311258, -83.06207294076432, 76.11108920491994, -117.62997031025532, 38.8594590084303, 66.30222704613158, 40.28677778910482, 107.07261626822567, 68.94885249885967, 21.123605294101466, -39.330038953562564, 115.6488659329657, 65.43038647293271, -126.0004299315774, -55.47602969268508, -24.6579297922381, 123.61157700045848]"
Ge,3d,"[9.642409525740211, -111.31740648432765, 41.71635483757413, -142.4473389792108, -52.76990331395013, 15.450064116600052, -98.07763439587146, 115.50329167168849, 49.8559883579012, 205.442731652026, 165.19135168386336, 49.518787896086806, -33.2606090802086, 75.60984365430483, 99.43519266758224, -131.71783053627496, -22.686074166798377, 160.41310489464533, 11.140415445653487, 142.17948911111765, 234.27019560977223, 134.36243905040976, -49.364134168727205, 97.88674021542573, -123.965374130335, -71.2579550506522, 83.45405221156156, 115.89287759296434, 77.03326213361069, -181.84769252627723, -116.01638982964714, 9.380307703123014, -95.1442724608509, -24.64780893599002, 15.4304282813719, 239.6130780226353, -103.89763315237116, 168.98946418428773, 47.10366124706662, -28.94688083511188, -86.19762626298633, 31.470704760618016, -46.749174038354, -91.53420768164631, -62.23408933269829, -55.51386820100706, 116.24448228866191, -163.53125637970996, 55.5132071177304, -37.40325828076685, 107.44158795578488, -70.09216550523128, -32.04479735032253, -101.51069035664045, -62.6203674579045, -11.402630190192525, -66.37179231960687, -44.5566069774554, 184.25602614538883, 150.91559630292147, 8.160696487951574, 50.058153491732845, 76.06864468884474, -62.59644364827183, -223.24896868819138, 63.49748633254139, 104.05266704580305, 107.67235110606224, 132.6322905002796, 76.35738004466357, -22.04831878404389, -19.92796205416901, 30.13311415551429, -4.665133118924921, 37.47004071705486, -65.3689491877816, 16.642569881284587, -39.38534094317753, -141.09876593692593, 49.206759887568595, 161.73007825562263, -50.919819933528665, 67.79283474877256, -94.96550115182684, -97.11054460401125, -4.745505991449059, -90.94020003977849, -26.214257268417338, -8.607489049807857, -293.3529990101475, -88.01545248927198, -13.43696716542815, 147.2052988681286, -67.71405461108326, -121.61130334930247, -103.16433186955685, 40.854868790324325, -19.07169289588338, -37.86134115852627, 39.530829627031416, -170.65112875909182, 163.003887145563, -160.28370558055096, -116.9911203366837, -3.245878164121465, -7.646136836564838]"
As,3d,"[40.20816134582194, -58.49014713452429, 35.10331719587282, -90.91372385228259, 126.37428573771604, 28.605997751581043, -150.4073228215066, -59.405205186624, -183.95262630270255, -138.97771298981115, -28.71855279484733, -110.22607151767804, -82.51309300337599, 62.370127603273495, -63.42916936379542, -27.995510191665552, -79.8201439406885, 91.23271905762823, 3.3117606206742805, 110.18969687678391, -96.65749028531945, 156.74885005168923, -121.74214366167253, 23.807858124163737, -119.35710855113429, -21.02164062423684, -62.66168417713896, 87.52353722293462, -69.44118359368164, 83.10982794628691, 15.098194383609433, -266.5469267975948, 118.1693414492708, -16.62430001499935, 128.62216738314322, -51.444455766342905, 59.1733834669698, -191.89937213820477, -123.06193544541057, 148.53729387661454, -28.231306788098507, -28.4019509953889, -40.22397779974166, -77.18350213380116, 32.81370866666179, 127.34898214748777, -9.037185693957404, -189.56153418940707, 37.59539134800782, 203.8703339320647, 42.59371378710114, -97.51569097964361, 21.02810560891843, 49.52335184054109, 78.80224360216637, -112.4154334027053, -23.287140756183213, -110.28264604501082, 63.93280544908933, 29.84242565564557, 108.20027255619621, -186.57345733668595, 154.71673173974483, -44.24785708719306, -39.07780648643071, 80.20263137880282, -55.628177724195154, 145.98613414557911, 140.7267685539536, 102.56346297479749, -208.11998595112075, -67.59225856525778, 136.74907645332837, -26.632702735580978, 153.30277145234433, -81.31104517082406, -29.985003497713116, 35.38527272542321, -55.92932507409838, -56.40446173267119, 38.79715512962777, -3.2462168518602312, 103.81811111280864, 84.62660263519948, -83.2427174254043, -48.451028275430176, -275.47250711579125, -164.47666901028526, -78.49053536154425, -75.5834174985712, 101.00681619879441, 125.35397362017754, 113.83436853029379, 241.7063497188566, 128.63206115473943, -125.87337230956356, 10.668553611638956, -128.5356022930965, 5.61311434177512, -20.276082733862214, -106.85249334968968, 12.941973650434829, 58.42860292422919, 34.069505386452356, -297.87945399647464, 19.564748873902023]"
