Molecule,Atom,Orbital,Binding Energy
B(C)(C)C,C,-1,-1.0
B(C)(C)C,C,-1,-1.0
B(C)(C)C,C,-1,-1.0
B(OC)(OC)OC,B,1s,197.1489019393921
B(OC)(OC)OC,O,1s,539.5331815242768
B(OC)(OC)OC,C,1s,291.58102293014525
B(OC)(OC)OC,O,1s,539.5174387454987
B(OC)(OC)OC,C,1s,291.36640949249266
B(OC)(OC)OC,O,1s,540.1466270446778
B(OC)(OC)OC,C,1s,291.3373119354248
B.CN(C)C,B,1s,195.2163610458374
B.CN(C)C,C,1s,290.9408061027527
B.CN(C)C,N,-1,-1.0
B.CN(C)C,C,1s,290.75388879776
B.CN(C)C,C,1s,290.5680429458618
[BH3-][P+](C)(C)C,B,1s,193.82179641723633
[BH3-][P+](C)(C)C,P,2p3/2,137.6272156238556
[BH3-][P+](C)(C)C,C,1s,290.635480594635
[BH3-][P+](C)(C)C,C,1s,290.0953046798706
[BH3-][P+](C)(C)C,C,1s,289.75500841140746
B(CC)(CC)Cl,B,1s,195.55967140197754
B(CC)(CC)Cl,C,1s,290.86110610961913
B(CC)(CC)Cl,C,1s,290.8992049217224
B(CC)(CC)Cl,C,1s,290.85985679626464
B(CC)(CC)Cl,C,1s,290.745072555542
B(CC)(CC)Cl,Cl,2p3/2,205.47998714447021
BN(CC)CC,B,1s,195.30593824386597
BN(CC)CC,N,-1,-1.0
BN(CC)CC,C,1s,290.8541724205017
BN(CC)CC,C,1s,290.9906255722046
BN(CC)CC,C,1s,290.68636150360106
BN(CC)CC,C,1s,290.8929202079773
B(CC)(CC)CC,B,1s,194.89839124679565
B(CC)(CC)CC,C,1s,290.0829355239868
B(CC)(CC)CC,C,1s,290.06304759979247
B(CC)(CC)CC,C,1s,290.08505363464354
B(CC)(CC)CC,C,1s,290.00957078933715
B(CC)(CC)CC,C,1s,290.1764504432678
B(CC)(CC)CC,C,1s,290.3317629814148
B(OCC)(OCC)OCC,B,1s,196.4420509338379
B(OCC)(OCC)OCC,O,1s,538.7125454902649
B(OCC)(OCC)OCC,C,1s,291.41852684020995
B(OCC)(OCC)OCC,C,1s,291.0691153526306
B(OCC)(OCC)OCC,O,1s,539.1916275978089
B(OCC)(OCC)OCC,C,1s,290.9059721946716
B(OCC)(OCC)OCC,C,1s,291.1446907043457
B(OCC)(OCC)OCC,O,1s,539.5469211101532
B(OCC)(OCC)OCC,C,1s,290.91035957336425
B(OCC)(OCC)OCC,C,1s,290.6218416213989
[BH3-][N+](CC)(CC)CC,B,1s,194.9770588874817
[BH3-][N+](CC)(CC)CC,N,1s,407.4573725700378
[BH3-][N+](CC)(CC)CC,C,1s,290.6306035041809
[BH3-][N+](CC)(CC)CC,C,1s,290.6565773010254
[BH3-][N+](CC)(CC)CC,C,1s,290.3238327026367
[BH3-][N+](CC)(CC)CC,C,1s,290.41807956695556
[BH3-][N+](CC)(CC)CC,C,1s,290.00202388763427
[BH3-][N+](CC)(CC)CC,C,1s,290.12435550689696
B1(C2=C(C=CS2)C=NN1C)C,B,1s,195.48278903961182
B1(C2=C(C=CS2)C=NN1C)C,C,-1,-1.0
B1(C2=C(C=CS2)C=NN1C)C,C,-1,-1.0
B1(C2=C(C=CS2)C=NN1C)C,C,-1,-1.0
B1(C2=C(C=CS2)C=NN1C)C,C,-1,-1.0
B1(C2=C(C=CS2)C=NN1C)C,S,-1,-1.0
B1(C2=C(C=CS2)C=NN1C)C,C,-1,-1.0
B1(C2=C(C=CS2)C=NN1C)C,N,-1,-1.0
B1(C2=C(C=CS2)C=NN1C)C,N,-1,-1.0
B1(C2=C(C=CS2)C=NN1C)C,C,-1,-1.0
B1(C2=C(C=CS2)C=NN1C)C,C,-1,-1.0
[B-](C)(C)(C)C#[N+]C(C)(C)C,B,1s,195.2168345451355
[B-](C)(C)(C)C#[N+]C(C)(C)C,C,1s,290.4489995956421
[B-](C)(C)(C)C#[N+]C(C)(C)C,C,1s,290.58346672058104
[B-](C)(C)(C)C#[N+]C(C)(C)C,C,1s,290.50003118515014
[B-](C)(C)(C)C#[N+]C(C)(C)C,C,1s,290.30545539855956
[B-](C)(C)(C)C#[N+]C(C)(C)C,N,1s,407.2193228244781
[B-](C)(C)(C)C#[N+]C(C)(C)C,C,1s,290.5927960395813
[B-](C)(C)(C)C#[N+]C(C)(C)C,C,1s,290.61410064697264
[B-](C)(C)(C)C#[N+]C(C)(C)C,C,1s,290.54194898605346
[B-](C)(C)(C)C#[N+]C(C)(C)C,C,1s,290.8169948577881
B(Cl)(Cl)Cl,B,1s,197.87415599822998
B(Cl)(Cl)Cl,Cl,2p3/2,205.59453868865967
B(Cl)(Cl)Cl,Cl,2p3/2,206.0381908416748
B(Cl)(Cl)Cl,Cl,2p3/2,206.0284070968628
B(F)(F)F,B,1s,203.03444385528564
B(F)(F)F,F,1s,697.431948375702
B(F)(F)F,F,1s,696.9496992498637
B(F)(F)F,F,1s,696.4350647449494
B(I)(I)I,B,1s,198.0457420349121
B(I)(I)I,B,-1,-1.0
B(I)(I)I,I,4s,193.1239948272705
B(I)(I)I,I,4d5/2,55.95776882171631
B(I)(I)I,I,4s,193.1022720336914
B(I)(I)I,I,4d5/2,56.42918481826782
B(I)(I)I,I,4s,193.7059245109558
B(I)(I)I,I,4d5/2,57.464358711242674
C[N+]1(C)[BH2-][H][BH2-]1,C,-1,-1.0
C[N+]1(C)[BH2-][H][BH2-]1,N,-1,-1.0
C[N+]1(C)[BH2-][H][BH2-]1,C,-1,-1.0
C[N+]1(C)[BH2-][H][BH2-]1,B,1s,195.281352519989
C[N+]1(C)[BH2-][H][BH2-]1,H,-1,-1.0
C[N+]1(C)[BH2-][H][BH2-]1,B,1s,193.9871244430542
B(B(N(C)C)N(C)C)(N(C)C)N(C)C,B,1s,195.79129028320312
B(B(N(C)C)N(C)C)(N(C)C)N(C)C,B,1s,195.951322555542
B(B(N(C)C)N(C)C)(N(C)C)N(C)C,N,-1,-1.0
B(B(N(C)C)N(C)C)(N(C)C)N(C)C,C,1s,292.19129819869994
B(B(N(C)C)N(C)C)(N(C)C)N(C)C,C,1s,291.81778593063353
B(B(N(C)C)N(C)C)(N(C)C)N(C)C,N,-1,-1.0
B(B(N(C)C)N(C)C)(N(C)C)N(C)C,C,1s,291.50381727218627
B(B(N(C)C)N(C)C)(N(C)C)N(C)C,C,1s,291.32464809417723
B(B(N(C)C)N(C)C)(N(C)C)N(C)C,N,-1,-1.0
B(B(N(C)C)N(C)C)(N(C)C)N(C)C,C,1s,291.45162410736083
B(B(N(C)C)N(C)C)(N(C)C)N(C)C,C,1s,291.37212200164794
B(B(N(C)C)N(C)C)(N(C)C)N(C)C,N,-1,-1.0
B(B(N(C)C)N(C)C)(N(C)C)N(C)C,C,1s,291.493595790863
B(B(N(C)C)N(C)C)(N(C)C)N(C)C,C,1s,291.73595733642577
B(CC)(CC)CC.B(CC)(CC)CC,B,1s,194.47534608840942
B(CC)(CC)CC.B(CC)(CC)CC,C,1s,290.15387029647826
B(CC)(CC)CC.B(CC)(CC)CC,C,1s,290.1212737083435
B(CC)(CC)CC.B(CC)(CC)CC,C,1s,289.897340965271
B(CC)(CC)CC.B(CC)(CC)CC,C,1s,289.7435028076172
B(CC)(CC)CC.B(CC)(CC)CC,C,1s,289.7635528564453
B(CC)(CC)CC.B(CC)(CC)CC,C,1s,289.8673674583435
B(CC)(CC)CC.B(CC)(CC)CC,B,1s,193.96959161758423
B(CC)(CC)CC.B(CC)(CC)CC,C,1s,289.9330536842346
B(CC)(CC)CC.B(CC)(CC)CC,C,1s,290.06700105667113
B(CC)(CC)CC.B(CC)(CC)CC,C,1s,290.0723573684692
B(CC)(CC)CC.B(CC)(CC)CC,C,1s,290.03215856552123
B(CC)(CC)CC.B(CC)(CC)CC,C,1s,290.3155571937561
B(CC)(CC)CC.B(CC)(CC)CC,C,1s,290.53252239227294
[BH2]1[H][BH2][H]1,B,1s,195.2496886253357
[BH2]1[H][BH2][H]1,H,-1,-1.0
[BH2]1[H][BH2][H]1,B,1s,193.7326545715332
[BH2]1[H][BH2][H]1,H,-1,-1.0
B1C2BC1B2,B,1s,194.56422662734985
B1C2BC1B2,C,1s,289.9916760444641
B1C2BC1B2,B,1s,193.9957094192505
B1C2BC1B2,C,1s,289.92450828552245
B1C2BC1B2,B,1s,193.4161925315857
B1(C2(B(C1(B2CC)CC)CC)CC)CC,B,1s,194.65857553482056
B1(C2(B(C1(B2CC)CC)CC)CC)CC,C,1s,290.24118967056273
B1(C2(B(C1(B2CC)CC)CC)CC)CC,B,1s,194.4908561706543
B1(C2(B(C1(B2CC)CC)CC)CC)CC,C,1s,289.9262449264526
B1(C2(B(C1(B2CC)CC)CC)CC)CC,B,1s,193.92878484725952
B1(C2(B(C1(B2CC)CC)CC)CC)CC,C,1s,289.46381397247313
B1(C2(B(C1(B2CC)CC)CC)CC)CC,C,1s,289.51873750686644
B1(C2(B(C1(B2CC)CC)CC)CC)CC,C,1s,289.66556997299193
B1(C2(B(C1(B2CC)CC)CC)CC)CC,C,1s,289.6647054672241
B1(C2(B(C1(B2CC)CC)CC)CC)CC,C,1s,289.8611328125
B1(C2(B(C1(B2CC)CC)CC)CC)CC,C,1s,289.9836761474609
B1(C2(B(C1(B2CC)CC)CC)CC)CC,C,1s,289.96753520965575
B1(C2(B(C1(B2CC)CC)CC)CC)CC,C,1s,289.99046392440795
B1(C2(B(C1(B2CC)CC)CC)CC)CC,C,1s,290.04313106536864
B1(C2(B(C1(B2CC)CC)CC)CC)CC,C,1s,290.27759618759154
[BH]123[BH]45[BH]67[BH]1([CH]246)[CH]357,B,1s,194.6383728981018
[BH]123[BH]45[BH]67[BH]1([CH]246)[CH]357,B,1s,195.153742313385
[BH]123[BH]45[BH]67[BH]1([CH]246)[CH]357,B,1s,194.8977074623108
[BH]123[BH]45[BH]67[BH]1([CH]246)[CH]357,B,1s,195.2364377975464
[BH]123[BH]45[BH]67[BH]1([CH]246)[CH]357,C,-1,-1.0
[BH]123[BH]45[BH]67[BH]1([CH]246)[CH]357,C,-1,-1.0
[H][C@@]12[BH]34[H][BH]356[H][BH]53[C@]1([H])[BH]4326,H,-1,-1.0
[H][C@@]12[BH]34[H][BH]356[H][BH]53[C@]1([H])[BH]4326,C,-1,-1.0
[H][C@@]12[BH]34[H][BH]356[H][BH]53[C@]1([H])[BH]4326,B,1s,195.64859580993652
[H][C@@]12[BH]34[H][BH]356[H][BH]53[C@]1([H])[BH]4326,H,-1,-1.0
[H][C@@]12[BH]34[H][BH]356[H][BH]53[C@]1([H])[BH]4326,B,1s,195.3654727935791
[H][C@@]12[BH]34[H][BH]356[H][BH]53[C@]1([H])[BH]4326,H,-1,-1.0
[H][C@@]12[BH]34[H][BH]356[H][BH]53[C@]1([H])[BH]4326,B,1s,195.328058719635
[H][C@@]12[BH]34[H][BH]356[H][BH]53[C@]1([H])[BH]4326,C,-1,-1.0
[H][C@@]12[BH]34[H][BH]356[H][BH]53[C@]1([H])[BH]4326,H,-1,-1.0
[H][C@@]12[BH]34[H][BH]356[H][BH]53[C@]1([H])[BH]4326,B,1s,195.88147830963135
[BH]123[BH]45[CH]67[BH]89[CH]1([BH]2486)[BH]3597,B,1s,195.60979509353638
[BH]123[BH]45[CH]67[BH]89[CH]1([BH]2486)[BH]3597,B,1s,195.8391489982605
[BH]123[BH]45[CH]67[BH]89[CH]1([BH]2486)[BH]3597,C,1s,291.9739825248718
[BH]123[BH]45[CH]67[BH]89[CH]1([BH]2486)[BH]3597,B,1s,195.74098873138428
[BH]123[BH]45[CH]67[BH]89[CH]1([BH]2486)[BH]3597,C,1s,291.94590492248534
[BH]123[BH]45[CH]67[BH]89[CH]1([BH]2486)[BH]3597,B,1s,195.1983184814453
[BH]123[BH]45[CH]67[BH]89[CH]1([BH]2486)[BH]3597,B,1s,195.12972354888916
[H]1[BH]2[H][BH]3[BH]24[BH]1[H][BH]4[H]3,H,-1,-1.0
[H]1[BH]2[H][BH]3[BH]24[BH]1[H][BH]4[H]3,B,1s,195.59136962890625
[H]1[BH]2[H][BH]3[BH]24[BH]1[H][BH]4[H]3,H,-1,-1.0
[H]1[BH]2[H][BH]3[BH]24[BH]1[H][BH]4[H]3,B,1s,194.81750774383545
[H]1[BH]2[H][BH]3[BH]24[BH]1[H][BH]4[H]3,B,1s,194.9332365989685
[H]1[BH]2[H][BH]3[BH]24[BH]1[H][BH]4[H]3,B,1s,195.18809270858765
[H]1[BH]2[H][BH]3[BH]24[BH]1[H][BH]4[H]3,H,-1,-1.0
[H]1[BH]2[H][BH]3[BH]24[BH]1[H][BH]4[H]3,B,1s,195.4743070602417
[H]1[BH]2[H][BH]3[BH]24[BH]1[H][BH]4[H]3,H,-1,-1.0
[BH]123[CH]45[BH]167[BH]18[CH]9%10[BH]216[BH]394[BH]8%1057,B,1s,195.73235368728638
[BH]123[CH]45[BH]167[BH]18[CH]9%10[BH]216[BH]394[BH]8%1057,C,1s,291.7640878677368
[BH]123[CH]45[BH]167[BH]18[CH]9%10[BH]216[BH]394[BH]8%1057,B,1s,195.47579288482666
[BH]123[CH]45[BH]167[BH]18[CH]9%10[BH]216[BH]394[BH]8%1057,B,1s,195.63959503173828
[BH]123[CH]45[BH]167[BH]18[CH]9%10[BH]216[BH]394[BH]8%1057,C,1s,291.86769552230834
[BH]123[CH]45[BH]167[BH]18[CH]9%10[BH]216[BH]394[BH]8%1057,B,1s,195.59957361221313
[BH]123[CH]45[BH]167[BH]18[CH]9%10[BH]216[BH]394[BH]8%1057,B,1s,195.487943649292
[BH]123[CH]45[BH]167[BH]18[CH]9%10[BH]216[BH]394[BH]8%1057,B,1s,195.52294397354126
[B@@]123B456B178[B@@]49B714B822B337C211B492C131B75=B621,B,1s,195.50414371490479
[B@@]123B456B178[B@@]49B714B822B337C211B492C131B75=B621,B,1s,195.53603839874268
[B@@]123B456B178[B@@]49B714B822B337C211B492C131B75=B621,B,1s,195.75421476364136
[B@@]123B456B178[B@@]49B714B822B337C211B492C131B75=B621,B,1s,195.88934755325317
[B@@]123B456B178[B@@]49B714B822B337C211B492C131B75=B621,B,1s,195.86719179153442
[B@@]123B456B178[B@@]49B714B822B337C211B492C131B75=B621,B,1s,195.97935581207275
[B@@]123B456B178[B@@]49B714B822B337C211B492C131B75=B621,B,1s,196.14752006530762
[B@@]123B456B178[B@@]49B714B822B337C211B492C131B75=B621,C,1s,291.94517107009887
[B@@]123B456B178[B@@]49B714B822B337C211B492C131B75=B621,B,1s,196.3901891708374
[B@@]123B456B178[B@@]49B714B822B337C211B492C131B75=B621,C,1s,292.245033454895
[B@@]123B456B178[B@@]49B714B822B337C211B492C131B75=B621,B,1s,196.85562896728516
[B@@]123B456B178[B@@]49B714B822B337C211B492C131B75=B621,B,1s,196.96533584594727
[Ba],Ba,3d5/2,791.6597719192505
[Ba],Ba,4d5/2,99.55827751159669
[Bi],Bi,4f7/2,167.97178173065186
[Bi].[Bi],Bi,4f7/2,166.01579189300537
[Bi].[Bi],Bi,4f7/2,165.76837348937988
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,C,1s,294.17729301452636
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,C,-1,-1.0
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,C,-1,-1.0
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,C,1s,293.53644580841063
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,C,-1,-1.0
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,C,-1,-1.0
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,C,1s,294.02110118865966
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,C,-1,-1.0
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,C,-1,-1.0
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,C,1s,293.03777809143065
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,C,-1,-1.0
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,C,-1,-1.0
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,C,1s,293.43957538604735
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,C,-1,-1.0
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,C,-1,-1.0
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,C,1s,293.05005569458007
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,C,-1,-1.0
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,C,-1,-1.0
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,F,1s,694.4681398391724
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,F,-1,-1.0
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,F,-1,-1.0
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,F,1s,694.0562278747559
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,F,-1,-1.0
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,F,-1,-1.0
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,Br,3s,264.36942958831787
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,Br,3p3/2,188.29634618759155
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,Br,3d5/2,75.7123908996582
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,F,1s,694.4270348072052
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,F,-1,-1.0
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,F,-1,-1.0
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,F,1s,694.7053738355637
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,F,-1,-1.0
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,F,-1,-1.0
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,F,1s,695.2159586668015
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,F,-1,-1.0
C1(=C(C(=C(C(=C1F)F)Br)F)F)F,F,-1,-1.0
C1=CC=C(C=C1)Br,C,1s,290.39241952896117
C1=CC=C(C=C1)Br,C,-1,-1.0
C1=CC=C(C=C1)Br,C,1s,290.2987539291382
C1=CC=C(C=C1)Br,C,-1,-1.0
C1=CC=C(C=C1)Br,C,1s,291.0076281547546
C1=CC=C(C=C1)Br,C,-1,-1.0
C1=CC=C(C=C1)Br,C,1s,290.23237295150756
C1=CC=C(C=C1)Br,C,-1,-1.0
C1=CC=C(C=C1)Br,C,1s,290.57448835372924
C1=CC=C(C=C1)Br,C,-1,-1.0
C1=CC=C(C=C1)Br,C,1s,290.3154441833496
C1=CC=C(C=C1)Br,C,-1,-1.0
C1=CC=C(C=C1)Br,Br,3p3/2,189.0319848060608
C1=CC=C(C=C1)Br,Br,3d5/2,74.81214952468872
[Ti](Br)(Br)(Br)Br,Ti,2p3/2,464.9364898681641
[Ti](Br)(Br)(Br)Br,Ti,3p,42.34967956542969
[Ti](Br)(Br)(Br)Br,Br,3p3/2,189.50746488571167
[Ti](Br)(Br)(Br)Br,Br,3d5/2,76.54993104934692
[Ti](Br)(Br)(Br)Br,Br,3p3/2,189.25514268875122
[Ti](Br)(Br)(Br)Br,Br,3d5/2,76.15955257415771
[Ti](Br)(Br)(Br)Br,Br,3p3/2,189.3321418762207
[Ti](Br)(Br)(Br)Br,Br,3d5/2,76.13551139831543
[Ti](Br)(Br)(Br)Br,Br,3p3/2,189.8490309715271
[Ti](Br)(Br)(Br)Br,Br,3d5/2,76.66544151306152
C(F)(F)(F)Br,C,1s,297.2112247467041
C(F)(F)(F)Br,F,1s,694.8822574138642
C(F)(F)(F)Br,F,1s,694.7284625291825
C(F)(F)(F)Br,F,1s,694.7336896181107
C(F)(F)(F)Br,Br,3d5/2,76.34327507019043
C([GeH3])Br,C,1s,289.80253143310546
C([GeH3])Br,Ge,3d,38.485728073120114
C([GeH3])Br,Br,3d5/2,74.51274824142456
[2H]C([2H])Br,H,-1,-1.0
[2H]C([2H])Br,C,1s,291.24953956604
[2H]C([2H])Br,H,-1,-1.0
[2H]C([2H])Br,Br,3d5/2,73.74999380111694
C[SiH2]Br,C,1s,289.74706811904906
C[SiH2]Br,Si,2p,107.21408588409423
C[SiH2]Br,Br,3d5/2,74.67665815353394
C[GeH](C)Br,C,1s,291.1446744918823
C[GeH](C)Br,Ge,3d,36.89674072265625
C[GeH](C)Br,C,1s,290.7255537033081
C[GeH](C)Br,Br,3d5/2,74.77563905715942
C(CBr)[SiH3],C,1s,290.3140170097351
C(CBr)[SiH3],C,1s,289.99782438278197
C(CBr)[SiH3],Br,3d5/2,75.34074211120605
C(CBr)[SiH3],Si,2p,107.19431955337524
C(F)(F)(F)[Ge](C(F)(F)F)(C(F)(F)F)Br,C,1s,296.6398708343506
C(F)(F)(F)[Ge](C(F)(F)F)(C(F)(F)F)Br,F,1s,694.5303980827332
C(F)(F)(F)[Ge](C(F)(F)F)(C(F)(F)F)Br,F,1s,694.449169588089
C(F)(F)(F)[Ge](C(F)(F)F)(C(F)(F)F)Br,F,1s,694.6730544090271
C(F)(F)(F)[Ge](C(F)(F)F)(C(F)(F)F)Br,Ge,3d,39.05486850738525
C(F)(F)(F)[Ge](C(F)(F)F)(C(F)(F)F)Br,C,1s,297.21197719573973
C(F)(F)(F)[Ge](C(F)(F)F)(C(F)(F)F)Br,F,1s,694.8060696840287
C(F)(F)(F)[Ge](C(F)(F)F)(C(F)(F)F)Br,F,1s,694.7193547010422
C(F)(F)(F)[Ge](C(F)(F)F)(C(F)(F)F)Br,F,1s,694.6068877696991
C(F)(F)(F)[Ge](C(F)(F)F)(C(F)(F)F)Br,C,1s,296.2607900619507
C(F)(F)(F)[Ge](C(F)(F)F)(C(F)(F)F)Br,F,1s,694.9137596607209
C(F)(F)(F)[Ge](C(F)(F)F)(C(F)(F)F)Br,F,1s,695.1015226364136
C(F)(F)(F)[Ge](C(F)(F)F)(C(F)(F)F)Br,F,1s,695.4837594747544
C(F)(F)(F)[Ge](C(F)(F)F)(C(F)(F)F)Br,Br,3d5/2,78.50703430175781
C[Ge](C)(C)Br,C,1s,291.12417192459105
C[Ge](C)(C)Br,Ge,3d,36.64346437454223
C[Ge](C)(C)Br,C,1s,290.76648778915404
C[Ge](C)(C)Br,C,1s,290.46747608184813
C[Ge](C)(C)Br,Br,3d5/2,74.6704249382019
C[Si](C)(C)Br,C,1s,289.71892137527465
C[Si](C)(C)Br,Si,2p,106.7307789993286
C[Si](C)(C)Br,C,1s,289.8573338508606
C[Si](C)(C)Br,C,1s,289.89734954833983
C[Si](C)(C)Br,Br,3d5/2,74.48684453964233
C[Sn](C)(C)Br,C,1s,290.08852834701537
C[Sn](C)(C)Br,C,-1,-1.0
C[Sn](C)(C)Br,Sn,3d5/2,491.666327381134
C[Sn](C)(C)Br,Sn,4d5/2,30.214297676086424
C[Sn](C)(C)Br,C,1s,290.2893998146057
C[Sn](C)(C)Br,C,-1,-1.0
C[Sn](C)(C)Br,C,1s,290.2174479484558
C[Sn](C)(C)Br,C,-1,-1.0
C[Sn](C)(C)Br,Br,3d5/2,75.36766052246094
C[Sn](C)(C)Br,Br,-1,-1.0
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Mn]Br,C,1s,291.8781120300293
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Mn]Br,O,1s,539.5912209510803
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Mn]Br,C,1s,291.98501987457274
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Mn]Br,O,1s,539.6583112239838
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Mn]Br,C,1s,292.15347690582274
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Mn]Br,O,1s,539.9351373672486
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Mn]Br,C,1s,292.39533443450927
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Mn]Br,O,1s,540.0280350208283
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Mn]Br,C,1s,292.5389768600464
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Mn]Br,O,1s,540.4211793899536
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Mn]Br,Mn,2p3/2,647.6687929153443
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[Mn]Br,Br,3d5/2,76.38789176940918
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#Br.[Co].[Co].[Co],C,1s,291.43814249038695
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#Br.[Co].[Co].[Co],O,1s,539.2068019866944
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#Br.[Co].[Co].[Co],C,1s,291.6453806877136
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#Br.[Co].[Co].[Co],O,1s,539.2981477737427
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#Br.[Co].[Co].[Co],C,1s,291.6905037879944
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#Br.[Co].[Co].[Co],O,1s,539.3530221939087
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#Br.[Co].[Co].[Co],C,1s,291.8391339302063
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#Br.[Co].[Co].[Co],O,1s,538.9190879821778
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#Br.[Co].[Co].[Co],C,1s,291.917782497406
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#Br.[Co].[Co].[Co],O,1s,538.832171535492
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#Br.[Co].[Co].[Co],C,1s,292.0142342567444
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#Br.[Co].[Co].[Co],O,1s,538.8247786521912
[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C]#Br.[Co].[Co].[Co],C,1s,292.35942764282225
